Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
7c935fa58f1e3ed67869fbd2526ac6aa5d359061bdd6769f606cce280bb6e212,2014-04,Northumbria Police,Northumbria Police,-1.445444,54.905921,On or near VICTORIA AVENUE,E01008814,Sunderland 014D,Suspect charged
1f598cfdf3f4ee7d3c9066fa8d9b77cabd400e1897e2f3493384efc4852fe459,2014-04,Northumbria Police,Northumbria Police,-1.445444,54.905921,On or near VICTORIA AVENUE,E01008814,Sunderland 014D,Suspect charged
600e9a09070c7e0ff84032c80d3accaeeb381f488cc01dbb67dad00d2b70872c,2014-04,Northumbria Police,Northumbria Police,-1.430751,54.998880,On or near Nightclub,E01008596,South Tyneside 001B,Offender given a drugs possession warning
cdc0364a7b134f45a4792ff2fbd0e874d2e70210c88dce6abd26a61f8dbad249,2014-04,Northumbria Police,Northumbria Police,-1.389300,54.914054,On or near Sports/Recreation Area,E01008711,Sunderland 005D,Suspect charged
ef2603a4c29ae1392b87f4053a0a91a3b03eabac98f0404a206f37ac1975f472,2014-04,Northumbria Police,Northumbria Police,-1.454595,54.838079,On or near GILLAS LANE,E01008716,Sunderland 034C,Suspect charged
1a9228597ed7ac086ca118c3a7745946e7626136b6617c1933ed24d982c460e1,2014-04,Northumbria Police,Northumbria Police,-1.617120,54.978617,On or near EDWARD'S WALK,E01008397,Newcastle upon Tyne 024C,Suspect charged
1a6293d20d37ee32e1f53ccb1aa4519b201c2d572b189251e9c1cb7f29ae23f9,2014-04,Northumbria Police,Northumbria Police,-2.011306,55.766681,On or near UNION BRAE,E01027387,Northumberland 001D,Suspect charged
c35c5b23d2d696dbeb1e4128c88a62c222290cfd8e01bec47e75ad8381280fef,2014-04,Northumbria Police,Northumbria Police,-2.101077,54.974279,On or near Supermarket,E01027476,Northumberland 035A,Suspect charged
830e730174e2a122f64d5add94c919386efcdf4b58bcf3970acf0478c61d8146,2014-04,Northumbria Police,Northumbria Police,-1.510056,54.974171,On or near Pedestrian Subway,E01008653,South Tyneside 009C,Suspect charged
1d01105574f021815596f40e99216f0a72c1c5a6d96ab45d66aa3a0a517f78bd,2014-04,Northumbria Police,Northumbria Police,-1.385145,54.904139,On or near Nightclub,E01008836,Sunderland 016F,Suspect charged
3cb9acbc307460d95157bcf0c387f133bab9be13ef883f1183890765b6a66b5e,2014-04,Northumbria Police,Northumbria Police,-1.386633,54.899609,On or near BELVEDERE ROAD,E01008834,Sunderland 013E,Suspect charged
3805b55618f9cdb1cc8a1015ed89af58267e7684c1b10c8841339585b6bea447,2014-04,Northumbria Police,Northumbria Police,-1.393240,54.897890,On or near THORNHOLME ROAD,E01008835,Sunderland 022G,Suspect charged
52f9d4a442666b564b89930b2e8b036d0881e071f17d49e50a15feabeebaaf2f,2014-04,Northumbria Police,Northumbria Police,-1.428978,54.964059,On or near LAWRENCE AVENUE,E01008692,South Tyneside 019E,Suspect charged
370dbe6266e74235d9ffd193b3e73c5a9a3161141bd255166811ccb00befbf12,2014-04,Northumbria Police,Northumbria Police,-2.097832,54.969825,On or near ARGYLE TERRACE,E01027494,Northumberland 035G,Suspect charged
26258b2dbeb5e1fd623139da15d14a6cfb2d3d8e90eda12d7b32b3d7d71dbaeb,2014-04,Northumbria Police,Northumbria Police,-2.097832,54.969825,On or near ARGYLE TERRACE,E01027494,Northumberland 035G,Suspect charged
e4962e59c95998d713bde1fc2e1746657e5ace8d66e409cba46a27e835ca3d09,2014-04,Northumbria Police,Northumbria Police,-1.657792,54.980149,On or near PALM AVENUE,E01008348,Newcastle upon Tyne 019F,Formal action is not in the public interest
aaa4ff64deb6db512d63234fed18d700f0d27caa9f6fff421babb359327a52dd,2014-04,Northumbria Police,Northumbria Police,-1.582674,54.944958,On or near WARDILL GARDENS,E01008202,Gateshead 011C,Suspect charged
199e9a737b0192df44e6a30dbdafffe93b98241eabe8283f029c34d69cdafe2d,2014-04,Northumbria Police,Northumbria Police,-1.615486,54.948490,On or near BRUNEL STREET,E01008254,Gateshead 010D,Offender given a drugs possession warning
5cf21b50f5f9ccfa15842f5ce79e1c7e1ca96f840679c1910c44347d56ff0435,2014-04,Northumbria Police,Northumbria Police,-1.587741,54.976176,On or near SHIELDS ROAD WEST,E01008304,Newcastle upon Tyne 026C,Suspect charged
c0c1c992c95e5632c5def516aece702ef9472b1ceb8ab7f7ac69da53bffd15af,2014-04,Northumbria Police,Northumbria Police,-1.689711,54.954112,On or near THE COVERS,E01008262,Gateshead 009A,Suspect charged
4468a7ab4c43c57af3a558574994562b2f02dc2941eb87fdd5315061cd78dcc6,2014-04,Northumbria Police,Northumbria Police,-1.443777,55.043746,On or near NORTH PARADE,E01008584,North Tyneside 006A,Suspect charged
5beffaab1d0c7eb717db1ac0aee87df87caa3d5eda685da09abbb0d535a0a733,2014-04,Northumbria Police,Northumbria Police,-1.403189,54.901003,On or near WOLSELEY TERRACE,E01008832,Sunderland 018C,Suspect charged as part of another case
880e59d71eb6166f39b70827de55b4eda5dec545ea4e31f2097cd0ea9263df05,2014-04,Northumbria Police,Northumbria Police,-1.402017,54.906434,On or near Supermarket,E01008706,Sunderland 011C,Suspect charged as part of another case
2fce0282b7e956abd31cc66e21c4fca9c97384046a67d007d9f863c77b40ee5a,2014-04,Northumbria Police,Northumbria Police,-1.384046,54.907719,On or near Shopping Area,E01008703,Sunderland 013B,Offender given a caution
a3b77d2757e539119e0ec6997b25a95f2ce6368bcff8f0251b05df6e59b40625,2014-04,Northumbria Police,Northumbria Police,-1.439826,54.906138,On or near Sports/Recreation Area,E01008810,Sunderland 014A,Offender given a caution
ec50d389cb5d1334d49779c741b8bba07cb60f4ae1eb9d1c306ddf45ed55fc68,2014-04,Northumbria Police,Northumbria Police,-1.423499,54.803283,On or near SALTER'S LANE,E01008746,Sunderland 036D,Offender given a drugs possession warning
9cc3c314877957a4ed07a8e3edf19e496c8ff68a38597ffa03db2b599c695262,2014-04,Northumbria Police,Northumbria Police,-1.423499,54.803283,On or near SALTER'S LANE,E01008746,Sunderland 036D,Offender given a drugs possession warning
2b5c6a40628deb5d83d0f26357b253457455ee621fae50a7fc2acd8328a0592d,2014-04,Northumbria Police,Northumbria Police,-1.555356,55.182320,On or near WINDY GYLE,E01027540,Northumberland 013B,Offender given a caution
2af5aebd484980d7af080386a5bdbb05427563b59920b507d2024045fd3ec6a8,2014-04,Northumbria Police,Northumbria Police,-1.371007,54.905712,On or near NICHOLSON CLOSE,E01008702,Sunderland 016A,Suspect charged
5b8174db9e129c08db5daec7e2cb68fe5128ce1c0dc39526857064b68649d9d2,2014-04,Northumbria Police,Northumbria Police,-1.531678,54.901485,On or near Parking Area,E01008848,Sunderland 019C,Offender given a caution
4935ce91f47e5e3feb2bea003589673629228528d73f58769be19bd95a75624b,2014-04,Northumbria Police,Northumbria Police,-1.605420,55.132908,On or near RIDGE TERRACE,E01027523,Northumberland 021F,Suspect charged
e81c48b7882890562e44368f9510649b0c496f75eff0427805427ff39b3a1644,2014-04,Northumbria Police,Northumbria Police,-1.380860,54.913059,On or near LIDDELL STREET,E01008791,Sunderland 006F,Suspect charged
4256f17111de7e4d7457d255a9641cad3e69989186948440663f353d28615ae0,2014-04,Northumbria Police,Northumbria Police,-1.604153,54.962643,On or near Shopping Area,E01008168,Gateshead 027D,Suspect charged
69f0c5c9d6dc3d24742387ac71c49e30abd4eead8de3cee178734a73ec6f970c,2014-04,Northumbria Police,Northumbria Police,-1.514486,55.009658,On or near BODMIN CLOSE,E01008463,North Tyneside 024B,Suspect charged
15183fff68a8f26dc47f774f8bcb5e441b95592b6b175dafe89fe09658ff22f6,2014-04,Northumbria Police,Northumbria Police,-1.377256,54.930322,On or near SEA ROAD,E01008726,Sunderland 001D,Suspect charged as part of another case
716e1dcde894a88b231bb4dfc3dff5e41d1c9d043cf00b830bd7c490e48d4a68,2014-04,Northumbria Police,Northumbria Police,-1.522796,54.991934,On or near WILLOW GROVE,E01008572,North Tyneside 029A,Unable to prosecute suspect
6eeca0b4260c4c2a5c0b1f1303462feba789b9f8f8f9be571525c782866e78b2,2014-04,Northumbria Police,Northumbria Police,-1.526469,54.892290,On or near FINCHALE,E01008848,Sunderland 019C,Offender given a caution
ac9ec17863836c802d857693dd9e9a0b84c6fca7efdbd9811ff03d7452bf0156,2014-04,Northumbria Police,Northumbria Police,-1.372293,54.909268,On or near LOW STREET,E01008703,Sunderland 013B,Offender given a drugs possession warning
f6e3400c0a5e179437f3394d0f0308d27653a233d1aa925ecaa99f76d1d62249,2014-04,Northumbria Police,Northumbria Police,-1.590768,55.085620,On or near Supermarket,E01027409,Northumberland 029B,Suspect charged
75de2978a10ee1294bbcc811d1ba4a837944d77a30a4e84fc37c5366e11c9540,2014-04,Northumbria Police,Northumbria Police,-1.510937,54.962079,On or near MEDWAY AVENUE,E01008644,South Tyneside 015B,Offender given penalty notice
6a8106e3b77ee9dc0f3cd3a507ecd990c86dd123fef1dc6cb1033a1ba2cb7f54,2014-04,Northumbria Police,Northumbria Police,-1.465118,55.007636,On or near BURT AVENUE,E01008482,North Tyneside 023B,Suspect charged
67a810b8742548f891204661df28dcb19a28c5bbe562bc444285f72a10cd941c,2014-04,Northumbria Police,Northumbria Police,-1.680007,55.000249,On or near Police Station,E01008298,Newcastle upon Tyne 011C,Suspect charged
c6cbf3d0e1edaf17e68dee54869bdfca34ae833c9bd522c4338e1881097dd6b1,2014-04,Northumbria Police,Northumbria Police,-1.680007,55.000249,On or near Police Station,E01008298,Newcastle upon Tyne 011C,Suspect charged
cf4ced45c9a7cc9d9b54d6e9b79d25910eec53594246ad61215d2e5b9d089760,2014-04,Northumbria Police,Northumbria Police,-1.662493,55.008370,On or near STUDDON WALK,E01008295,Newcastle upon Tyne 008A,Offender given a drugs possession warning
44e1ea80f257ac3a02578cd87d91060c0bacef3f9dc8dd11e8124f2d9a51362e,2014-04,Northumbria Police,Northumbria Police,-1.445281,55.045856,On or near BROOK STREET,E01008584,North Tyneside 006A,Suspect charged
2113e62dcc01f587517fccd4cfc58c5fba8e4058fdc0866e6828c86e7d132941,2014-04,Northumbria Police,Northumbria Police,-1.615061,54.975034,On or near Shopping Area,E01008397,Newcastle upon Tyne 024C,Suspect charged
943dc7eaa5bdb677a0c5e7bd8e3bbceca32dfd975577d11e72256848fc08611a,2014-04,Northumbria Police,Northumbria Police,-1.612740,54.974308,On or near Shopping Area,E01008397,Newcastle upon Tyne 024C,Offender given a drugs possession warning
3fedea7dce3b86ddd628796a61f221e2eab0a2f6713a00f58100571cb1942059,2014-04,Northumbria Police,Northumbria Police,-1.704358,55.410399,On or near Police Station,E01033715,Northumberland 005D,Suspect charged
77f31a7e60286a5b258815d55a422cfbfa98dbed8b2006991de67e869f0a34a3,2014-04,Northumbria Police,Northumbria Police,-1.564706,55.220643,On or near LYNEMOUTH ROAD,E01027446,Northumberland 008D,Suspect charged
f8220a9bc23d3ce281b12ba1198fd966d8f415073bd2bae0032d8f73eda8e150,2014-04,Northumbria Police,Northumbria Police,-1.549937,55.194980,On or near Park/Open Space,E01027540,Northumberland 013B,Suspect charged
320410fdf8237a0b895ca492cd69663e2cf59208328d5614e3f66dad00e8b9cf,2014-04,Northumbria Police,Northumbria Police,-1.447484,55.008618,On or near Supermarket,E01008524,North Tyneside 022B,Suspect charged
41d2193dd667a6bd6f7413c70c94dbbce340d076172ed6a4892fac4e53484777,2014-04,Northumbria Police,Northumbria Police,-1.574085,54.979211,On or near MILLERS ROAD,E01008392,Newcastle upon Tyne 026F,Suspect charged
848665fb58657791c9c3a37a6d467962638fb638deaa776dc5cf676a68ef7b3f,2014-04,Northumbria Police,Northumbria Police,-1.612740,54.974308,On or near Shopping Area,E01008397,Newcastle upon Tyne 024C,Offender given a caution
1d69d912beef05070578731742b6eb27bae01d86c041851cb115363a7ee2ef17,2014-04,Northumbria Police,Northumbria Police,-1.448725,54.895188,On or near DOULTON DRIVE,E01008730,Sunderland 021B,Offender given a caution
3876a8de3dd134c6f2f2927be39c93e073140904896428ec14303262a92ce818,2014-04,Northumbria Police,Northumbria Police,-1.574085,54.979211,On or near MILLERS ROAD,E01008392,Newcastle upon Tyne 026F,Suspect charged
073e823ac0c6d8a44934e7d910067f45f32ad057bb7930302f7e4e5426d6560a,2014-04,Northumbria Police,Northumbria Police,-1.717036,54.980786,On or near PARK RISE,E01008383,Newcastle upon Tyne 021C,Investigation complete; no suspect identified
9c780569626704106ff60209a53b024bb8ba5f55af93ed808de342570707c31f,2014-04,Northumbria Police,Northumbria Police,-1.578352,54.973097,On or near RABY STREET,E01008305,Newcastle upon Tyne 026D,Offender given a caution
39a09e0c6d03e52fe726ebec919c80098f99ea049f01732d911af869654f90f3,2014-04,Northumbria Police,Northumbria Police,-1.521980,55.068520,On or near BAVINGTON ROAD,E01027432,Northumberland 032A,Suspect charged
059d08886cbb8cd76b8104e81a011e7569199f9ceb8344a6ab95a45ecf984453,2014-04,Northumbria Police,Northumbria Police,-1.521980,55.068520,On or near BAVINGTON ROAD,E01027432,Northumberland 032A,Suspect charged
ee96c704a66b53800628ce52f867ae820bf02ed17a055b3c80d23434d19058de,2014-04,Northumbria Police,Northumbria Police,-1.521980,55.068520,On or near BAVINGTON ROAD,E01027432,Northumberland 032A,Suspect charged
5fbb38981c74ad8512f62805729c364e942924dfd679cb8babecc0cb1d44b7db,2014-04,Northumbria Police,Northumbria Police,-1.617297,54.971528,On or near CLAYTON STREET,E01033543,Newcastle upon Tyne 024G,Suspect charged
5322aff6fa6464eb1e7de188fd29515dcf768d0a3cb2b5862e6a975c5cd63f2b,2014-04,Northumbria Police,Northumbria Police,-1.707882,54.993444,On or near MILECASTLE COURT,E01008326,Newcastle upon Tyne 015C,Offender given penalty notice
3993191e06819c5556458a75ff7381da3db464c88c6ecb6f75df85f59de159f1,2014-04,Northumbria Police,Northumbria Police,-1.689703,55.001802,On or near TREVELYAN DRIVE,E01008456,Newcastle upon Tyne 004B,Offender given a caution
fa9e1eeeab7cdc2225cc440057241f0093e3a545ba4ebbd4d8bc6d1b1c027ec5,2014-04,Northumbria Police,Northumbria Police,-1.388963,54.906423,On or near Theatre/Concert Hall,E01008703,Sunderland 013B,Offender given a drugs possession warning
71d9d325f79486e65b0ef1b1e56a2c8938c9ad9fa27746368f58391271904954,2014-04,Northumbria Police,Northumbria Police,-1.441746,54.896981,On or near PARKHURST ROAD,E01008810,Sunderland 014A,Suspect charged as part of another case
1d1732053e89a6e25ac1670f95bbec4426565d92202dca508146ec25f7573be6,2014-04,Northumbria Police,Northumbria Police,-1.418040,54.980641,On or near HOLMFIELD AVENUE,E01008680,South Tyneside 005B,Suspect charged
7f9dd619ee0ea098a55cdeae78c1b7ff1133c44436b74fd98f08462ec6955f3a,2014-04,Northumbria Police,Northumbria Police,-1.417162,54.979756,On or near HARTON GROVE,E01008680,South Tyneside 005B,Suspect charged
f52dfb2de98d6d71c0293e749e947fbfb89305dcb00f9167ec00ed7b33e9daa2,2014-04,Northumbria Police,Northumbria Police,-1.617134,54.972264,On or near NEWGATE STREET,E01033543,Newcastle upon Tyne 024G,Suspect charged
0b9b11b6fdc49c28df8083fdece0787505fe96ef63c5c2d351678cc0e02021fa,2014-04,Northumbria Police,Northumbria Police,-1.508279,55.127172,On or near BRIDGE STREET,E01027415,Northumberland 023B,Suspect charged
42521708ceeb0990be92290e54ebe76307e48d0d54780278a3851a11de698ba0,2014-04,Northumbria Police,Northumbria Police,-1.656873,54.976148,On or near WEST ROAD,E01008334,Newcastle upon Tyne 029D,Suspect charged
bd43cb10a5136a6783e92863339498bcb829defbfe119fdeef3490ae8e904b17,2014-04,Northumbria Police,Northumbria Police,-1.519168,55.121491,On or near CHERRY TREES,E01027429,Northumberland 024D,Investigation complete; no suspect identified
4568123ec0752dd293d0947141f75a2cd5393c2a8b77517c07508aec458b2fd3,2014-04,Northumbria Police,Northumbria Police,-1.708286,55.402484,On or near FAIRFIELDS,E01033717,Northumberland 005E,Investigation complete; no suspect identified
b16b365d7f98778601481e7038cfbdc023b189998fd704f81c15f813c779c2cf,2014-04,Northumbria Police,Northumbria Police,-1.583399,54.976035,On or near Police Station,E01008304,Newcastle upon Tyne 026C,Offender given a caution
c63faabc0ce2f00bf87e7fbb2039ae7bbfcb91a7dfc48c2deec272fa25be4db4,2014-04,Northumbria Police,Northumbria Police,-1.509079,55.036298,On or near FORD CRESCENT,E01008567,North Tyneside 007D,Offender given a caution
7854c5678881bfb101b33cacc6403f220ed170be403b2937b2db160a639c50f9,2014-04,Northumbria Police,Northumbria Police,-1.388963,54.906423,On or near Theatre/Concert Hall,E01008703,Sunderland 013B,Suspect charged
2ea1d55ee224ae742faefb409145796cdd6eb70dd8fd1cb7119fcc1e8997d38f,2014-04,Northumbria Police,Northumbria Police,-1.650694,54.953619,On or near MEADOW LANE,E01008209,Gateshead 007A,Suspect charged
a9aee55bdae5a26aec3169198d853b4204f848d007b5f1c815cb9d891e551673,2014-04,Northumbria Police,Northumbria Police,-1.582674,54.944958,On or near WARDILL GARDENS,E01008202,Gateshead 011C,Suspect charged
f5d07c832c5bf4e71b0f68b3437930f959655863d97430f6fc6fbb588d7e1bbd,2014-04,Northumbria Police,Northumbria Police,-1.647231,54.976515,On or near AGRICOLA ROAD,E01008449,Newcastle upon Tyne 022D,Suspect charged
cf7b5ead7ed48935e53a149c99e77baa3201f95a3751084c48bf0198d1b73faa,2014-04,Northumbria Police,Northumbria Police,-1.586985,54.976757,On or near Petrol Station,E01008304,Newcastle upon Tyne 026C,Suspect charged
19d9051a13c76c5ea847808dbf7d51bdd1bb6ed1ec1a207f04774e22e583fae9,2014-04,Northumbria Police,Northumbria Police,-1.599379,54.960543,On or near ST BEDE'S DRIVE,E01008166,Gateshead 027C,Suspect charged
4d423659498dc9a269ffd276d0148cc2e2f3b095ccb20544164369be50f953f7,2014-04,Northumbria Police,Northumbria Police,-1.382615,54.902383,On or near Parking Area,E01008831,Sunderland 013D,Suspect charged
26d0cc0cf16e61533a8db47d7fbe187e41832901db702952d2da893d71fea7cc,2014-04,Northumbria Police,Northumbria Police,-1.533681,54.992686,On or near HAWTHORN GROVE,E01008536,North Tyneside 030C,Suspect charged
9d56cf9deed4670d1a8f4f87358e6147518b005e456954a6cd6cfa5b26086e62,2014-04,Northumbria Police,Northumbria Police,-1.602027,55.158705,On or near HIGH STREET,E01027534,Northumberland 017C,Offender given a caution
67de9a1baca64aadfd453cf5a9fda8b2161deb448f654bcfcc1b4bef9c5f093b,2014-04,Northumbria Police,Northumbria Police,-1.518458,54.898594,On or near PARK CHARE,E01008852,Sunderland 019E,Offender given a caution
b3f57eee9e124876a9ebc3f518aebe0c6442c534aace27ee6d08d45081918fb1,2014-04,Northumbria Police,Northumbria Police,-1.384668,54.905790,On or near Shopping Area,E01008703,Sunderland 013B,Suspect charged
986e3a42872af7d34597a9b97695493a038d083aa76b13e832a744e043692f56,2014-04,Northumbria Police,Northumbria Police,-1.571742,55.183098,On or near Shopping Area,E01027529,Northumberland 010B,Suspect charged
9acac42c9ed095f59f4c1910a3223e81f2d097ae372c9060e5c868aa92f3a96f,2014-04,Northumbria Police,Northumbria Police,-1.618773,54.922871,On or near Parking Area,E01008226,Gateshead 025D,Suspect charged
b9898e8d0d7084eff69e2abd09ea71e7aa71549c695601ed8fb1afa2f94d8765,2014-04,Northumbria Police,Northumbria Police,-1.659097,54.995771,On or near EASTERN WAY,E01008380,Newcastle upon Tyne 008G,Offender given a drugs possession warning
005d70e2c23ed5ec2bee0b15620070294655d5e8e4ab23b4ad031e9c5e08334f,2014-04,Northumbria Police,Northumbria Police,-1.653843,54.992458,On or near WHINMOOR PLACE,E01008380,Newcastle upon Tyne 008G,Offender given a drugs possession warning
91cb5b8bff68292240a2438417d3b9d0c2ec6bc5e93e2e5d3619fe1c67165ef7,2014-04,Northumbria Police,Northumbria Police,-1.611299,54.995753,On or near LYNDHURST GARDENS,E01008369,Newcastle upon Tyne 013B,Offender given a caution
c4b392f7501f7d90c76ef3f4dc7e3acfe6df69af61ff79b7502b46cd1dd2fbe1,2014-04,Northumbria Police,Northumbria Police,-1.665596,54.992455,On or near SPRINGFIELD ROAD,E01008300,Newcastle upon Tyne 016A,Suspect charged
536d7ae9f0e0bda87152666ed4d15dff364e6030b158e4ea0db7265863b89a0c,2014-04,Northumbria Police,Northumbria Police,-1.432057,54.999390,On or near STANHOPE STREET,E01008596,South Tyneside 001B,Suspect charged
35a03f437abda2935a485a6720aab9b2c15382c43ca86a9d48742ea65a9c3908,2014-04,Northumbria Police,Northumbria Police,-1.585228,54.933428,On or near MILLOM PLACE,E01008219,Gateshead 016A,Investigation complete; no suspect identified
4b0556ceeeb7e5eac9aaba630e391385c5c3bcc07949b390ab55ac838073e97e,2014-04,Northumbria Police,Northumbria Police,-1.685663,54.982579,On or near Petrol Station,E01008416,Newcastle upon Tyne 025C,Suspect charged
ecc1fa9e7593e851cbea20089a39697993da75195ff716364d06c0eb3db1c230,2014-04,Northumbria Police,Northumbria Police,-1.546602,55.184310,On or near Hospital,E01027549,Northumberland 013E,Offender given a caution
c7d6c9a9997e67522139b756b01d5a9974e9b0313fcd74f8434f0ddb7bc93a48,2014-04,Northumbria Police,Northumbria Police,-2.003879,55.769790,On or near MARYGATE,E01027377,Northumberland 001B,Offender given penalty notice
3d7a64fae63e0f3e69cf28a40aac5c19207d67813bb6fa303b082cf8b989b3c8,2014-04,Northumbria Police,Northumbria Police,-1.558912,55.184508,On or near CASTLE TERRACE,E01027539,Northumberland 010C,Investigation complete; no suspect identified
a94645b41fbe020a953926f9d203289281a8146a6d30e48a6b173a0bf8f98791,2014-04,Northumbria Police,Northumbria Police,-1.788620,54.952661,On or near ROCKWOOD HILL ROAD,E01008197,Gateshead 002B,Unable to prosecute suspect
b2981115b11b72fec81b20966db118122c67fadae194f5bc52047f4211a37e1e,2014-04,Northumbria Police,Northumbria Police,-1.498875,55.034019,On or near ALLENDALE CRESCENT,E01008568,North Tyneside 011B,Suspect charged
7b359b51fc414a0e60b7d28a1dafa184a2f030de6e8d9a6f018c2bf06048659f,2014-04,Northumbria Police,Northumbria Police,-1.371886,54.899318,On or near SUFFOLK STREET,E01008735,Sunderland 016B,Offender given a caution
bccb190d69ac381317082fb5bd7bd604f4299aaf1fa0e00a6e841019bc99d8bf,2014-04,Northumbria Police,Northumbria Police,-1.498875,55.034019,On or near ALLENDALE CRESCENT,E01008568,North Tyneside 011B,Suspect charged
d1816aafbbe30cda3ee141768ea293df67b06ad428b1ab953c002d4a8450073d,2014-04,Northumbria Police,Northumbria Police,-1.615322,54.972222,On or near NUN STREET,E01033543,Newcastle upon Tyne 024G,Suspect charged
7b7b084191f46709b504c08863c3af2a12780aac00c8e904cab83f626ce08058,2014-04,Northumbria Police,Northumbria Police,-1.381905,54.917126,On or near Shopping Area,E01008787,Sunderland 006B,Suspect charged as part of another case
f269b1206a5047f5d0aac36892ec02b08db8dda431df39bcfffb24a2f2328398,2014-04,Northumbria Police,Northumbria Police,-1.380010,54.904446,On or near BOROUGH ROAD,E01008836,Sunderland 016F,Suspect charged
b61056eb03033df088387f71c88d310fce976ea118fd2df1477ba9e51fee3cd8,2014-04,Northumbria Police,Northumbria Police,-1.535551,55.043250,On or near HARLEBURY,E01008565,North Tyneside 007C,Offender given a caution
93051a641dcba0594f87672f85fe18d769e7f56c1eedf1bae76f675d4af3c4b8,2014-04,Northumbria Police,Northumbria Police,-1.442862,54.894119,On or near PORTSLADE ROAD,E01008731,Sunderland 021C,Suspect charged
f612d274daa513fc733c811770b544a7ec2ec6f0dbf8908e5cf5766bc0a5fcff,2014-04,Northumbria Police,Northumbria Police,-1.586985,54.976757,On or near Petrol Station,E01008304,Newcastle upon Tyne 026C,Suspect charged
69f42356c88b6b509055c523b3854ac7e59b38586ac0515d29eb52e3420edb3c,2014-04,Northumbria Police,Northumbria Police,-1.536580,55.020537,On or near Supermarket,E01008501,North Tyneside 018D,Offender given a caution
7f686c468ec72dd2e0c1d8f68a3fd8ef33c3de50213b15d838b8fd4aeae4d79f,2014-04,Northumbria Police,Northumbria Police,-1.571742,55.183098,On or near Shopping Area,E01027529,Northumberland 010B,Suspect charged
9f253283b799ed70c10287c9d77f51a37292a57a7edcf89992ca895fd84464bf,2014-04,Northumbria Police,Northumbria Police,-1.457710,55.002769,On or near MINTON COURT,E01008545,North Tyneside 027E,Offender given a caution
53791fff5f0e2bada15dcbb34797686fff0a78c2ac014ccdf531d919d24d1a76,2014-04,Northumbria Police,Northumbria Police,-1.371147,54.875679,On or near POPLAR GROVE,E01008763,Sunderland 028A,Suspect charged
